ID,Format,Topic,Difficulty,Question,Answer,Used,Freshness,ID Search,Answer Search,,,,,,,,,,,,,,,,,,,,,,
Q1906,,STEM,,What is the study of organisms and how they relate to their environment?,Ecology,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1907,,STEM,,The Sierra Club was founded in 1899 with what famous naturalist as their president?,John Muir,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1908,,Economics,,What is the term for when a company buys another against the wishes of management?,Hostile Takeover,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1909,,Biology/Zoology,,What is the steady internal environment that living creatures strive towards?,Homeostasis,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1910,Open,Poorly Described Movie,4,What 2006 film can be poorly described as:  A star backetball player's casual New Year’s Eve duet causes months of unnecessary conflict.,High school musical,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1910,,Economics,,"Which state produced the most coal last year, Pennsylvania, West Virginia, or Kentucky?",West Virginia,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1911,Open,Religion/Myth,4,Which Greek Mytholgical creature exemplifies Hubris- drowning during his attempted exodus from Crete,Icharus,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1911,,Economics,0,What is the term for superficial or insincere attempts to appear environmentally friendly?,Greenwashing,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1912,,Food/Drink,0,"They Honey Deuce, the official drink of the ongoing us open is made of 3 ingredients, lemonade, grey goose vodka, and what 3rd ingredient?",Chambord,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1913,,World,0,What country supplies the soldiers responsible for the Pope's personal security,Switzerland,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1914,,Pop Culture,0,"On the Bravo show 'Vanderpump Rules, two cast members had an affair that became known as 'Scandoval,' give me anyone in this love triangle's name","Ariana Maddix, Tom Sandoval, Raquel Weiss",Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1915,,US,0,who was the first president born after american independence was issued?,Martin Van Buren,Not Found,9/8/26,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1916,,Pop Culture,0,Which rock musician released the 1972 song “School’s Out”?,Alice Cooper,Not Found,9/8/26,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1917,,Pop Culture,0,The Schoolhouse Rock! song “I’m Just a Bill” teaches viewers about the process of a bill becoming what?,A law,Not Found,9/8/26,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1918,,Biology/Zoology,0,What organelle is often called the “powerhouse of the cell”?,Mitochondria,Not Found,9/8/26,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1919,,Biology/Zoology,0,"What is the only mammal capable of true, sustained flight?",Bat,Not Found,9/8/26,Not Found,March 24 26,,,,,,,,,,,,,,,,,,,,,,
Q1920,,STEM,0,What is the sum of the interior angles of a triangle?,180 degrees,Not Found,9/8/26,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1921,,World,0,What ancient civilization built Machu Picchu?,Inca,Not Found,9/8/26,Not Found,Not Found,,,9/8/26,,,,,,,,,,,,,,,,,,,
Q1922,,STEM,0,What is the longest side of a right triangle called?,Hypotenuse,Not Found,9/8/26,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1923,,US,0,Which amendment to the U.S. Constitution abolished slavery?,13th Amendment,Not Found,9/8/26,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1924,,STEM,0,What mathematical term describes the number that appears most frequently in a data set?,Mode,Not Found,9/8/26,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1925,,World,0,What 1215 document limited the power of the English monarchy?,Magna Carta,Not Found,9/8/26,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1926,,US,0,"Donald Trump is the second president to serve two non consecutive terms, who was the first?",Grover Cleveland,Not Found,9/8/26,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1927,,High Art,0,"In traditional art education, what three colors are considered the three primary colors?","Red, Yellow, Blue",Not Found,9/8/26,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1928,,Geography,0,What imaginary line sits at approximately 0 degrees longitude?,Prime Meridian,Not Found,9/8/26,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1929,,Geography,0,What U.S. State has the shortest distance to Africa?,"Maine (3,154)",Not Found,9/8/26,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1930,,Geography,0,Which continent lies in all four hemispheres?,Africa,Not Found,9/8/26,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1931,,Geography,0,Which Great Lake is entirely within the United States?,Lake Michigan,Not Found,9/8/26,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1932,,Linguistics,0,"What literary term describes a word that imitates a sound, such as “buzz” or “hiss”?",Onomatopoeia,Not Found,9/8/26,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1933,,Linguistics,0,What punctuation mark can be used to join two closely related independent clauses without a conjunction?,Semicolon,Not Found,9/8/26,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1934,,High Art,0,"In The Great Gatsby, what is Gatsby’s first name?",Jay,Not Found,9/8/26,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1935,,High Art,0,What Shakespeare play features the characters Rosencrantz and Guildenstern?,Hamlet,Not Found,9/8/26,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1936,,Music,0,What musical symbol raises a note by one half step?,Sharp,Not Found,9/8/26,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1937,,Misc,0,What system used in libraries organizes nonfiction books into numbered categories?,Dewey Decimal System,Not Found,9/8/26,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1938,,Linguistics,0,What Latin phrase meaning “nourishing mother” is commonly used to refer to the school or university someone attended?,Alma mater,Not Found,9/8/26,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1939,,Misc,0,What is the title that goes to the The student who holds the second-highest cumulative grade point average in a class year?,Salutatorian,Not Found,9/8/26,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1940,,Film/TV,0,Jack Black’s character in School of Rock poses as a substitute teacher under what  name?,Ned Schneebly,Not Found,9/8/26,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1941,,Film/TV,0,"In the original Magin school bus series, how many named students are in Mrs. Frizzle's class? a. 6, b. 8, or c. 11","b, 8",Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1942,,Film/TV,0,"In Ferris Bueller’s Day Off, Ferris and his friends skip school and steal cameron's dad's car. What Make is the car the steal",Ferrari,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1943,,Film/TV,0,What high school did teenage stoner Spicoli spend his “fast times” at?,Ridgemont High School,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1944,,Misc,0,"Prince William, George Orwell, and 20 British prime ministers all attended what famous English boarding school, now also attended by Prince George?",Eton,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1945,,,0,,,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1946,,,0,,,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1947,,,0,,,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1948,,,0,,,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1949,,,0,,,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1950,,,0,,,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1951,,,0,,,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1952,,,0,,,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1953,,,0,,,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1954,,,0,,,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1955,,,0,,,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1956,,,0,,,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1957,,,0,,,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1958,,,0,,,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1959,,,0,,,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1960,,,0,,,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1961,,,0,,,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1962,,,0,,,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1963,,,0,,,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1964,,,0,,,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1965,,,0,,,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1966,,,0,,,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1967,,,0,,,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1968,,,0,,,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1969,,,0,,,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1970,,,0,,,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1971,,,0,,,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1972,,,0,,,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1973,,,0,,,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1974,,,0,,,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1975,,,0,,,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1976,,,0,,,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1977,,,0,,,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1978,,,0,,,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1979,,,0,,,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1980,,,0,,,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1981,,,0,,,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1982,,,0,,,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1983,,,0,,,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1984,,,0,,,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1985,,,0,,,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1986,,,0,,,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1987,,,0,,,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1988,,,0,,,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1989,,,0,,,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1990,,,0,,,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1991,,,0,,,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1992,,,0,,,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1993,,,0,,,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1994,,,0,,,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1995,,,0,,,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1996,,,0,,,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1997,,,0,,,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1998,,,0,,,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1999,,,0,,,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q2000,,,0,,,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q2001,,,0,,,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q2002,,,0,,,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q2003,,,0,,,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q2004,,,0,,,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q2005,,,0,,,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q2006,,,0,,,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q2007,,,0,,,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q2008,,,0,,,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q2009,,,0,,,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q2010,,,0,,,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q2011,,,0,,,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q2012,,,0,,,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q2013,,,0,,,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q2014,,,0,,,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q2015,,,0,,,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q2016,,,0,,,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q2017,,,0,,,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q2018,,,0,,,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q2019,,,0,,,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q2020,,,0,,,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q2021,,,0,,,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q2022,,,0,,,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q2023,,,0,,,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
,Open,STEM,0,The first computer (ENIAC) was developed at what university?,Unviersity of Pennsylvania,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Film/TV,,Name The Guitar Like Instrument With A Circular Belly Of Streched Parchment,The Banjo,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Film/TV,,There are 625 sweat glands in one square inch of human ______,Skin,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Film/TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Film/TV,,Bacardi and Carioca rums come from what country,Costa Rico,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Film/TV,,Who Won The 2007 US Super Bowl? ,Indianapolis Colts ,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Film/TV,,What shape is canestrelli pasta,Little Baskets,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Film/TV,,"Who Saw ""Life Thru A Lens"" On His 1998 Album",Robbie Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Film/TV,,Where were the 1980 Olympics held ?,"Moscow, U.S.S.R.",,,,,,,,,,,,,,,,,,,,,,,,,,
,,Film/TV,,In which year will London host the Olympic Games ,2012 ,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Film/TV,,"Who wrote the first song ""Come On"" Rolling Stones recorded 63",Chuck Berry,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Film/TV,,Which astronomer discovered the planet Uranus in 1781,William herschel,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Film/TV,,Hank Ballard and the Midnights first released what in 1960,The Twist,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Film/TV,,Ixchel is the mayan patroness of ______,Pregnant women,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Film/TV,,What Band Didn't Want To Miss A Thing In 1998?,Aerosmith,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Film/TV,,"Ollies Gang Made Me Go To A Flower Show In London, Who Am I",Elvis Costello,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Film/TV,,"What Nationality Was Saint Valentine, The Patron Saint of Lovers ",Italian ,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Film/TV,,Who owns: folger coffee,Procter and gamble,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Film/TV,,Who was the first chief justice of the us supreme court,John jay,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Film/TV,,"Who was the actress that made waves in 1984's ""Splash""?",Darryl Hannah,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Film/TV,,Brian Jones Came From Which Gloustershire Town,Cheltenham,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Film/TV,,What are a tiger's paw prints,Pug marks,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Film/TV,,"Which football team has been nicknamed the ""Orange Crush""",Denver broncos,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Film/TV,,Which book was first published in Edinburgh in 1768 and subsequently moved its home to Chicago?,Encyclopedia Britannica,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Film/TV,,Of gibraltar In this team sport each player gets a chance to play every position,Volleyball,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Film/TV,,The Mask In The Film Scream Became A Popular Costume What Famous Painting By Edward Munich Was It Based On,The Scream ,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Film/TV,,To Which Country do The Balearic Islands Belong? ,Spain ,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Film/TV,,In what city is the worlds largest carpet manufacturer,Kashmir,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Film/TV,,What was the original meaning of the word harlot,Tramp,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Film/TV,,"Which comic strip was banned from ""Stars and Stripes""",Beetle bailey,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Film/TV,,Which Single Was Recorded EMI's Studios In Paris In 1964,Can't Buy Me Love,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Film/TV,,Panophobia is the fear of,Everything,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Film/TV,,Calico cloth was invented in which country,India,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Film/TV,,The world's longest natural gas pipeline is in what country,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Film/TV,,Bubba is Yiddish for what,Grandma,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Film/TV,,"Who Won The 1995 Mercury Music Prize For The Album ""Dummy""",Portishead,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Film/TV,,What is Pennsylvania's official drink,Milk,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Film/TV,,What is 'perestroika' in english,Restructuring,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Film/TV,,What is the capital of Russia,Moscow,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Film/TV,,51 what were destroyed by the Great fire of London,Churches,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Film/TV,General,What paris restaurant is at 3 rue royal,Maxim's,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Film/TV,General,Collective nouns - A Desert of what,Lapwings,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Film/TV,Sports & Leisure,Basketball: The Boston ___________.,Celtics,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Film/TV,General,What is the character of French wine described as 'mousseaux',Sparkling,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Film/TV,General,Who has been serving apple pie for more than 100 years,Yale college,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Film/TV,General,Which group had a hit with Mr Tambourine Man,The Byrds,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Film/TV,General,Who composed Clair de Lune,Debussy,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Film/TV,General,Which city was the location for the 1994 Winter Olympics,"Lillehammer, norway",,,,,,,,,,,,,,,,,,,,,,,,,,
,,Film/TV,Toys & Games,Whist is an early form of this card game.,Bridge,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Film/TV,General,What is Radio Shack's main brand name,Realistic,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Film/TV,General,What country issued a banana shaped stamp,Tonga,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Film/TV,General,Which German city was the setting of Auf Wierdersehn Pet,Dusseldorf,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Film/TV,Entertainment,What instrument are you playing when you perform a rim shot?,Drums,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Film/TV,General,"Who was ""The father of magazine science fiction""",Hugo Gernsback,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Film/TV,Science & Nature,What Figure Has Four Sides All The Same Length But No Right Angles ,A Rhombus ,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Film/TV,General,Kiss on My List' was which duo's second number one hit,Hall and Oates,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Film/TV,General,Capital cities: Australia,Canberra,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Film/TV,General,Famous Flames Music: What 1958 song was The Coaster's only #1 hit,Yakkety Yak,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Film/TV,Geography,What is the highest point in South America?,Aconcagua,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Film/TV,Geography,In which state is Tupelo?,Mississippi,,,,,,,,,,,,,,,,,,,,,,,,,,
